text,label
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,2
The Swedish player became majority owner of UCell in mid-2007 .,1
$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,2
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",2
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,2
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",2
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",0
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,2
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",1
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",2
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,0
AstraZeneca weighing up Acerta bid to secure blood cancer drug,2
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,1
Etteplan targets to employ at least 20 people in Borl+Ã±nge .,2
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",2
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1
$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,0
"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled .",1
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",0
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",0
The corrected chapter is in its entirety below .,1
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,1
Odell has not contacted the State of Finland in this issue .,1
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",1
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",1
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",0
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,1
"Of this , EUR 38.8 mn was net interest income .",1
The air traffic of Finland has been in stoppage since then .,0
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",2
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",1
AB InBev attacks SABMiller bid rebuffal,0
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",1
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",0
$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,0
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",1
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",2
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",1
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,1
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,1
"In January-September 2007 , operating profit totaled EUR 20.5 mn .",1
$CTRP breaking out https://t.co/Z2je3rTKch,2
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",1
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,2
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,1
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,2
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",2
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",2
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,1
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,0
`` We have the most expensive water brand in Finland at the moment . '',1
No service pricing details were disclosed .,1
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",1
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,2
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,0
Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,2
$BIOC RSI extremely in long's favor looking at BIOC historically.,2
$ilmn piper Jeffries raises pt.  I remain long,2
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",1
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",1
Efficiency programs totalling 100 million euros are under way in Finnair .,2
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2
The total need for staff cuts corresponds to about 300 man-years .,0
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,1
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",2
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",2
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,1
Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,2
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",1
Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,2
Shire proposes $30 bln all-share tie-up with Baxalta,2
`` Leipurin is a growing and rapidly internationalizing Group .,2
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",1
`` Consumers have very well received our packed fresh meat .,2
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",1
"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",1
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,1
The value of the order is around EUR 100 million .,1
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",1
